"","policyid","latitude","longitude","building_limit","site_deductible","construction","year_built","num_stories","basement","elev_ft","first_floor_elev_ft","rel_elev_ft","floodzone","pre_firm","distance_to_river_ft","stream_order","rand_uni","training","estimated_LR_A","estimated_LR_B"
"154",104996,30.313885699,-81.87388863,234000,1000,"Wood",2006,2,FALSE,85.6,1,5.8,"X",FALSE,2820,1,0.246448994148523,1,0.101135549609982,0.299686142057129
"155",104997,30.313364031,-81.87141025,179000,1000,"Wood",2006,2,FALSE,89.2,1,9.9,"X",FALSE,3101,1,0.111096461303532,1,0.0325375595493249,0.110658556211922
"156",104998,30.317530935,-81.8629195,196000,1000,"Wood",2005,2,FALSE,74.9,1,-2.6,"X",FALSE,1985,3,0.389994435245171,1,0.0872217937500139,0.0631646511170448
"157",104999,30.319110356,-81.86347418,241000,2500,"Wood",2005,1,FALSE,74.5,1,-2.8,"X",FALSE,1973,3,0.571935313986614,1,0.132386804857075,0.0763189033195062
"158",105000,30.31417045,-81.86410047,271000,500,"Wood",2005,1,FALSE,84,1,5.7,"X",FALSE,2602,3,0.216892762808129,1,0.0344521272854969,0.0981445623187333
"159",105001,30.313753852,-81.86314348,242000,1000,"Wood",2004,2,FALSE,79,1,0.9,"X",FALSE,2333,3,0.44476800202392,1,0.0316149528016554,0.0556561645896078
"160",105002,30.31433231,-81.86266998,219000,1000,"Wood",2006,1,FALSE,76.4,1,-0.7,"X",FALSE,2148,3,0.21799066872336,1,0.0361833487606862,0.0390487241940141
"161",105003,30.314878332,-81.86354483,197000,1000,"Wood",2005,2,FALSE,80.3,1,3.2,"X",FALSE,2382,3,0.502299563260749,1,0.0873524752482513,0.23240113791436
"162",105004,30.315373217,-81.86354135,196000,2500,"Wood",2005,2,FALSE,79.4,1,2.3,"X",FALSE,2348,3,0.353904571849853,1,0.126422314845368,0.271374059889885
"163",105005,30.31333707,-81.86508622,144000,1000,"Masonry",1972,1,FALSE,84.8,1,7.4,"X",TRUE,2964,3,0.64998515881598,1,0.102234411059028,0.282279852190209
"164",105006,30.314623087,-81.86448852,145000,1000,"Masonry",1972,1,FALSE,84.7,1,6.9,"X",TRUE,2692,3,0.374713956611231,1,0.0930082106909953,0.253511241783326
"165",105007,30.291333333,-81.85285743,254000,1000,"Wood",2004,1,FALSE,73,1,-0.6,"X",FALSE,2379,2,0.355445380788296,1,0.122565776919425,0.136257842480444
"166",105008,30.2900168,-81.85359071,338000,1000,"Wood",2004,2,FALSE,75.1,1,1.3,"X",FALSE,2520,2,0.533687945455313,1,0.120989271964645,0.239340747796288
"167",105009,30.289476919,-81.85408276,459000,1000,"Wood",2003,2,FALSE,75.7,1,1.6,"X",FALSE,2534,2,0.740334360394627,1,0.121682616653421,0.263150151817426
"168",105010,30.289185136,-81.85314371,350000,1000,"Wood",2004,2,FALSE,75.4,1,1.7,"X",FALSE,2827,2,0.221102937823161,1,0.250809888756126,0.545592964968229
"169",105011,30.289536491,-81.85099942,303000,1000,"Wood",2004,2,FALSE,73.5,1,0.6,"X",FALSE,3212,1,0.41274611861445,1,0.0995122399066057,0.162224109175539
"170",105012,30.291189816,-81.85101467,403000,1000,"Wood",2007,1,FALSE,71.8,3,-0.5,"X",FALSE,2612,1,0.265686686849222,1,0.18990888493227,0.217293646864617
"171",105013,30.293052571,-81.85620279,340000,1000,"Masonry",2005,1,FALSE,69.3,1,-4.5,"X",FALSE,1171,2,0.629973053466529,1,0.0864465132107664,0.0383802269641838
"172",105014,30.292709913,-81.8566337,215000,1000,"Wood",2005,2,FALSE,70.7,1,-3.5,"X",FALSE,1152,2,0.183828490786254,1,0.0320108769853714,0.0193088643182768
"173",105015,30.292469867,-81.85757042,236000,1000,"Wood",2004,1,FALSE,72.8,1,-2,"X",FALSE,989,2,0.86364411143586,NA,0.107194560075835,0.0882676405493942
"174",105016,30.293917147,-81.85433537,198000,1000,"Wood",2010,1,FALSE,69.7,1,-3.9,"X",FALSE,1462,2,0.746568004135042,1,0.0364022181734267,0.017841118530899
"175",105017,30.294805947,-81.85500203,219000,1000,"Wood",2011,1,FALSE,68.3,1,-5.2,"X",FALSE,1109,2,0.668284649727866,1,0.0980797636662476,0.0355896583402544
"176",105018,30.294971725,-81.85497436,351000,500,"Wood",2012,2,FALSE,68,1,-5.5,"X",FALSE,1084,2,0.618017873261124,1,0.0817846170413919,0.031702827447907
"177",105019,30.295858696,-81.85451801,234000,2500,"Masonry",2010,1,FALSE,66.6,3,-6.6,"X",FALSE,1029,2,0.372238060226664,1,0.152119492475585,0.0400031964826191
"178",105020,30.296091963,-81.85368857,387000,1000,"Wood",2013,1,FALSE,66.8,1,-6.2,"X",FALSE,1202,2,0.529835685854778,1,0.314016995568036,0.0959941776679319
"179",105021,30.294557005,-81.85261135,256000,1000,"Wood",2012,1,FALSE,68.5,1,-4.3,"X",FALSE,1519,1,0.874682342866436,NA,0.301795086791305,0.136152271842006
"180",105022,30.295250974,-81.85394055,258000,1000,"Wood",2013,1,FALSE,67.9,1,-5.3,"X",FALSE,1302,2,0.581750099780038,1,0.096688631741082,0.0342720788506839
"181",105023,30.297467817,-81.85271849,280000,2500,"Wood",2014,1,FALSE,65,1,-7.6,"X",FALSE,736,1,0.839767764788121,NA,0.564041700085342,0.159021399230475
"182",105024,30.297936642,-81.85316831,277000,1000,"Wood",2015,1,FALSE,64.8,1,-8.1,"X",FALSE,817,1,0.312448164913803,1,0.683846752531469,0.210544349018951
"183",105025,30.299209925,-81.85218738,227000,1000,"Wood",2014,2,FALSE,62.7,1,-10,"X",FALSE,533,1,0.70829032221809,1,2.23395415978535,0.758594058907184
"184",105026,30.300194938,-81.85207246,387000,1000,"Wood",2015,2,FALSE,60.2,1,-12.4,"X",FALSE,553,1,0.265017806086689,1,5.26805478634856,1.84352888278184
"185",105027,30.304031618,-81.86558886,141000,1000,"Wood",1960,2,FALSE,82.9,1,6.4,"X",TRUE,3204,2,0.594343194039539,1,0.0906393760490729,0.260687443422164
"186",105028,30.298799122,-81.86899406,356000,1000,"Wood",1986,2,FALSE,83.3,1,5.2,"X",FALSE,1028,2,0.481289800489321,1,0.0837538809293099,0.265775819889604
"187",105029,30.296513663,-81.86902,171000,1000,"Wood",1967,2,FALSE,83.5,1,4.6,"X",TRUE,343,2,0.26503273146227,1,0.0326962109378253,0.0854498284342886
"188",105030,30.272679036,-81.84954775,316000,1000,"Wood",2003,2,FALSE,90.6,1,11.8,"X",FALSE,6197,1,0.564590434776619,1,0.0991612640119818,0.380101664709797
"189",105031,30.274160446,-81.85335946,255000,1000,"Wood",1995,2,FALSE,94.1,1,14.7,"X",FALSE,5559,3,0.913188223028556,NA,0.0315737648546704,0.120367363347073
"190",105032,30.270697571,-81.85306306,195000,1000,"Wood",2003,1,FALSE,91.7,1,11.4,"X",FALSE,5185,1,0.901874389499426,NA,0.125459362693043,0.420106736695604
"191",105033,30.272015425,-81.85304028,203000,1000,"Wood",2003,1,FALSE,93.2,1,13.2,"X",FALSE,5526,1,0.274166621500626,1,0.108712881045423,0.374268149392467
"192",105034,30.271210365,-81.85416612,212000,1000,"Masonry",2003,1,FALSE,92.1,1,11.7,"X",FALSE,5069,1,0.321482756407931,1,0.0982620689130866,0.335482253632728
"193",105035,30.270224389,-81.85360109,198000,1000,"Wood",2004,1,FALSE,91.1,1,10.6,"X",FALSE,4943,1,0.985640884377062,NA,0.125017170174709,0.405935455521342
"194",105036,30.269713467,-81.85577575,357000,1000,"Wood",2004,1,FALSE,89.9,1,8.5,"X",FALSE,4324,1,0.619993310188875,1,0.0949772049540485,0.29503138010666
"195",105037,30.269395295,-81.85710549,281000,1000,"Wood",2003,1,FALSE,88.8,1,7,"X",FALSE,3959,1,0.937314089154825,NA,0.290914314659193,0.839352621778863
"196",105038,30.269352107,-81.85938361,262000,1000,"Wood",2004,1,FALSE,88.2,1,5.7,"X",FALSE,3528,1,0.466532702324912,1,0.0356268179953821,0.0971073369804855
"197",105039,30.269570599,-81.85938647,439000,1000,"Masonry",2005,1,FALSE,88.4,1,5.9,"X",FALSE,3595,1,0.406832593260333,1,0.0315543152530021,0.089116040818576
"198",105040,30.270096012,-81.8581062,244000,1000,"Wood",2004,2,FALSE,89.1,1,7.2,"X",FALSE,3973,1,0.659230324206874,1,0.089081878083475,0.279107741891391
"199",105041,30.269697743,-81.85887988,385000,1000,"Wood",2004,2,FALSE,88.9,1,6.6,"X",FALSE,3718,1,0.152346616843715,1,0.0835357192100037,0.262428648669644
"200",105042,30.270343667,-81.85753588,232000,1000,"Wood",2004,1,FALSE,89.1,1,7.4,"X",FALSE,4149,1,0.572867058217526,1,0.291724455413743,0.843939856494259
"201",105043,30.268624527,-81.85786473,211000,1000,"Wood",2004,1,FALSE,88,1,5.9,"X",FALSE,3590,1,0.238726026844233,1,0.15164917962216,0.409879846718685
"202",105044,30.268881943,-81.85535434,195000,1000,"Wood",2005,1,FALSE,89.3,1,7.9,"X",FALSE,4206,1,0.962358936434612,NA,0.125459362693043,0.364950568908319
"203",105045,30.27088282,-81.85618652,256000,1000,"Wood",2005,1,FALSE,89.2,1,8.7,"X",FALSE,4562,1,0.601365725975484,1,0.279973613940092,0.859591347740866
"204",105046,30.272118174,-81.85683957,420000,1000,"Wood",2006,2,FALSE,89.3,1,8.9,"X",FALSE,4470,1,0.515029727248475,1,0.218449733865493,0.755677840235674
"205",105047,30.267599628,-81.86370473,351000,500,"Wood",2006,2,FALSE,84.1,1,1.6,"X",FALSE,2428,1,0.402573342202231,1,0.247894497511556,0.544892284414487
"206",105048,30.26667427,-81.8620904,281000,1000,"Wood",2006,1,FALSE,85,3,2.4,"X",FALSE,2264,1,0.880246541230008,NA,0.059307404956102,0.13950522851077
"207",105049,30.266299909,-81.86211735,291000,2500,"Masonry",2006,2,FALSE,85,1,2.3,"X",FALSE,2138,1,0.364091864787042,1,0.123330761927247,0.286929868241952
"208",105050,30.267099755,-81.86402391,299000,1000,"Masonry",2006,1,FALSE,83.9,1,1.4,"X",FALSE,2231,1,0.288239280693233,1,0.279546942102311,0.521992409639345
"209",105051,30.267186728,-81.86430699,204000,1000,"Wood",2005,2,FALSE,83.9,1,1.3,"X",FALSE,2250,1,0.170645235106349,1,0.402599121169289,0.775033487106616
"210",105052,30.26584823,-81.86514914,258000,500,"Wood",2006,2,FALSE,84,1,1.4,"X",FALSE,1745,1,0.172171746380627,1,0.0970075695371516,0.205324840007936
"211",105053,30.266114438,-81.86471808,269000,1000,"Wood",2005,1,FALSE,84.2,1,1.5,"X",FALSE,1849,1,0.48204260552302,1,0.0965731987672723,0.185989150965972
"212",105054,30.266267311,-81.86380728,264000,1000,"Masonry",2005,1,FALSE,84.4,1,1.7,"X",FALSE,1947,1,0.252964928513393,1,0.0966534656856022,0.194851416663664
"213",105055,30.267702116,-81.86113415,197000,500,"Wood",2008,2,FALSE,86,1,3.4,"X",FALSE,2733,1,0.21625478961505,1,0.098215848750695,0.273136117021291
"214",105056,30.267450928,-81.85536239,258000,2500,"Masonry",2008,1,FALSE,87.4,1,5.7,"X",FALSE,3870,1,0.674376388080418,1,0.114871367698953,0.281941664370878
"215",105057,30.27188656,-81.85470176,358000,1000,"Wood",2006,2,FALSE,92.5,3,12,"X",FALSE,5133,1,0.0476636274252087,1,0.0449363222687527,0.171983180709113
"216",105058,30.272354177,-81.85511013,205000,2500,"Wood",2007,1,FALSE,92.4,1,11.9,"X",FALSE,5023,1,0.700853087473661,1,0.116843446775453,0.351893756926883
"217",105059,30.272431118,-81.85635115,293000,1000,"Wood",2006,1,FALSE,90.6,1,10.1,"X",FALSE,4638,1,0.351888638455421,1,0.121593702337327,0.398437390408012
"218",105060,30.273418169,-81.85639108,264000,1000,"Wood",2006,2,FALSE,92.2,1,11.4,"X",FALSE,4689,1,0.408943997928873,1,0.0314313979827046,0.117247540798919
"219",105061,30.27458218,-81.85833731,353000,1000,"Wood",2006,2,FALSE,88.8,1,8.1,"X",FALSE,4214,1,0.820951323956251,NA,0.0986880808461052,0.327925493425157
"220",105062,30.274945376,-81.8625826,206000,1000,"Masonry",2008,1,FALSE,85.5,1,3.6,"X",FALSE,3052,1,0.918857348151505,NA,0.0894553824252485,0.219969775590145
"221",105063,30.273843445,-81.86013656,208000,1000,"Wood",2008,2,FALSE,87,1,5.3,"X",FALSE,3589,1,0.282528330106288,1,0.125060311610434,0.358443683702185
"222",105064,30.272617388,-81.86148979,201000,1000,"Masonry",2008,1,FALSE,84.2,1,2.4,"X",FALSE,3054,1,0.961104793706909,NA,0.674363323999789,1.54370456571902
"223",105065,30.272942496,-81.86173974,325000,1000,"Wood",2008,1,FALSE,84.1,1,2.4,"X",FALSE,3008,1,0.728394428268075,1,0.761418769487779,1.80305250444333
"224",105066,30.274153227,-81.86313293,377000,1000,"Wood",2008,1,FALSE,84.3,1,2.5,"X",FALSE,2761,1,0.686375082004815,1,0.502442467796522,1.23564456570948
"225",105067,30.275597806,-81.86177183,198000,1000,"Wood",2007,1,FALSE,86.1,1,4.4,"X",FALSE,3394,1,0.0528439427725971,1,0.0987206424195766,0.249813358665484
"226",105068,30.275600128,-81.85798958,195000,1000,"Wood",2007,1,FALSE,90.1,1,9.5,"X",FALSE,4453,1,0.395220134640113,1,0.03657159757939,0.113453534941104
"227",105069,30.275659969,-81.85776926,198000,500,"Wood",2007,1,FALSE,90.4,1,9.9,"X",FALSE,4526,1,0.477845379849896,1,0.0347978570296652,0.114918526644294
"228",105070,30.273684743,-81.85589019,206000,1000,"Wood",2006,1,FALSE,93.1,1,12.6,"X",FALSE,4864,1,0.56025326368399,1,0.0363233606357321,0.125211436949908
"229",105071,30.27504411,-81.85697284,280000,1000,"Wood",2006,1,FALSE,91.3,3,10.9,"X",FALSE,4676,1,0.698261594865471,1,0.0165074026265455,0.0548063464841813
"230",105072,30.273081274,-81.8546705,429000,1000,"Wood",2007,2,FALSE,93.7,1,13.5,"X",FALSE,5198,1,0.915683538420126,NA,0.0831298645937205,0.326038782492781
"231",105073,30.273153608,-81.86743841,356000,1000,"Wood",2015,2,FALSE,84,1,1.6,"X",FALSE,1418,1,0.618351227371022,1,0.457854549080227,1.01724947759733
"232",105074,30.270920912,-81.86855927,284000,1000,"Wood",2014,2,FALSE,83.5,3,1.1,"X",FALSE,745,1,0.428421508753672,1,0.0559190441803962,0.111024366448231
"233",105075,30.269854842,-81.86769732,344000,1000,"Masonry",2015,1,FALSE,84,1,1.4,"X",FALSE,1044,1,0.54208036721684,1,0.109347512182554,0.216340596005739
"234",105076,30.269852787,-81.86669504,203000,1000,"Wood",2015,2,FALSE,84.1,1,1.5,"X",FALSE,1357,1,0.058478488586843,1,0.0871418427403799,0.182319841140773
"235",105077,30.270156983,-81.85271662,197000,1000,"Masonry",2004,1,FALSE,91.1,1,10.7,"X",FALSE,5137,1,0.260856857057661,1,0.106041601857235,0.345550329961873
"236",105078,30.269881208,-81.85273774,214000,1000,"Wood",2005,1,FALSE,90.8,1,10.4,"X",FALSE,5068,1,0.397151953307912,1,0.115592139676284,0.374843416485847
"237",105079,30.269461379,-81.85214115,228000,1000,"Wood",2004,1,FALSE,90.3,1,10,"X",FALSE,5122,1,0.197744736680761,1,0.11498072784879,0.36879507088774
"238",105080,30.270006732,-81.85212664,229000,1000,"Wood",2004,1,FALSE,91,1,10.8,"X",FALSE,5247,1,0.83192756283097,NA,0.115135603477512,0.381495773128703
"239",105081,30.270984409,-81.85200455,214000,1000,"Wood",2005,1,FALSE,92.1,1,12.1,"X",FALSE,5504,1,0.152887222822756,1,0.108002504587388,0.373506826267749
"240",105082,30.271173735,-81.85200577,187000,1000,"Masonry",2005,1,FALSE,92.3,1,12.4,"X",FALSE,5549,1,0.803418542025611,NA,0.106529340237678,0.36400203923752
"241",105083,30.254139554,-81.94891513,161000,1000,"Wood",1952,1,FALSE,80,3,-1,"X",TRUE,956,2,0.546826156554744,1,0.0542651265426707,0.0547233018825436
"242",105084,30.241684685,-81.94268308,212000,1000,"Wood",1977,1,FALSE,72.7,1,-6.1,"X",TRUE,588,2,0.662317642010748,1,4.46441704781967,1.37714706962964
"243",105085,30.216603364,-81.93334176,174000,1000,"Wood",1978,2,FALSE,68.8,1,-6.3,"X",FALSE,693,1,0.171698493883014,1,1.51700182009974,0.494320335332202
"244",105086,30.228058525,-81.94663381,177000,1000,"Masonry",1940,1,FALSE,84.2,3,3.5,"X",TRUE,4045,1,0.633055359823629,1,0.0559419808814431,0.132905331889321
"245",105087,30.225774165,-81.91795763,211000,1000,"Wood",1976,1,FALSE,69.8,1,-1.2,"X",TRUE,823,3,0.311869746772572,1,0.115904388036195,0.117113934003455
"246",105088,30.228749897,-81.91679539,228000,2500,"Wood",2002,1,FALSE,68.9,1,-2.3,"X",FALSE,1216,3,0.724554346408695,1,0.310579401629695,0.207453068473762
"247",105089,30.20358156,-81.86484123,656000,1000,"Wood",2015,2,FALSE,71.4,3,0.1,"X",FALSE,781,1,0.398939824663103,1,0.0503224053947886,0.0802333603181857
"248",105090,30.204051029,-81.85240708,354000,1000,"Wood",2007,1,FALSE,76.2,1,3.6,"X",FALSE,1397,1,0.969356411136687,NA,0.115507081786853,0.309587664034258
"249",105091,30.207738714,-81.8549833,280000,1000,"Wood",2007,2,FALSE,62.2,1,-8.1,"X",FALSE,299,1,0.967398370616138,NA,0.915992808308114,0.231777295399517
"250",105092,30.208885875,-81.85451938,256000,2500,"Wood",2007,2,FALSE,61.9,1,-8.4,"X",FALSE,379,1,0.726702539017424,1,2.27789525391658,0.66870751241443
"251",105093,30.209834147,-81.85445144,284000,1000,"Wood",2012,2,FALSE,60.7,1,-10.4,"X",FALSE,34,1,0.257216746453196,1,3.52292153892844,0.414948618149007
"252",105094,30.210323077,-81.93357889,337000,1000,"Masonry",2001,1,FALSE,60.3,1,-14.8,"X",FALSE,235,2,0.221787934657186,1,10.1712497717996,1.8382939356019
"253",105095,30.211672395,-81.93547373,381000,1000,"Wood",2006,2,FALSE,70.6,1,-7.3,"X",FALSE,368,2,0.593045651679859,1,0.0983080555043596,0.0317443602297115
"254",105096,30.198827568,-81.92898232,566000,1000,"Wood",2009,2,FALSE,82.2,1,10.3,"X",FALSE,2266,1,0.267521432135254,1,0.10386933957489,0.391318271051915
"255",105097,30.517445808,-81.76041966,245000,1000,"Masonry",1962,1,FALSE,13.1,1,4.3,"X",TRUE,1383,1,0.531070398865268,1,2.37781161504455,6.41391912983389
"256",105098,30.516828958,-81.76094442,184000,1000,"Masonry",1962,1,FALSE,19,1,4.9,"X",TRUE,1555,4,0.785291671287268,1,0.0903623777139253,0.241862738859815
"257",105099,30.444334072,-81.77547432,309000,1000,"Wood",2005,2,FALSE,11.6,1,-6.8,"X",FALSE,391,2,0.168060810538009,1,1.16332805666426,0.397022715839178
"258",105100,30.432713696,-81.83986328,504000,1000,"Wood",2012,2,FALSE,60,1,11,"X",FALSE,1557,1,0.404399181017652,1,0.0971013526216718,0.384189433297201
"259",105101,30.42862684,-81.83859732,569000,1000,"Masonry",2008,2,FALSE,59,1,8.3,"X",FALSE,113,1,0.471576277632266,1,0.0939200252989469,0.122646817859732
"260",105102,30.42404291,-81.78461665,239000,1000,"Masonry",1978,1,FALSE,17.2,1.8,-0.5,"A",FALSE,851,4,0.868106806883588,NA,0.0961788528393157,0.675410564173355
"261",105103,30.431120816,-81.77706891,345000,1000,"Masonry",2003,1,FALSE,18.9,1,2.4,"X",FALSE,1857,1,0.9257079558447,NA,0.0864791705727133,0.211943894508242
"262",105104,30.426984532,-81.77667274,312000,1000,"Wood",2004,1,FALSE,20.3,1,3.9,"X",FALSE,741,4,0.88197755930014,NA,0.0955501983283046,0.268436127708578
"263",105105,30.427221367,-81.77542819,332000,500,"Wood",2004,1,FALSE,20.7,1,4.3,"X",FALSE,884,4,0.674186842516065,1,0.0341877264817228,0.0994460784889232
"264",105106,30.419503357,-81.7491439,138000,1000,"Wood",1942,1,FALSE,8.8,3,-3.8,"X",TRUE,3605,4,0.950166979338974,NA,2.1685296616421,0.983902223819629
"265",105107,30.41998075,-81.75672603,173000,1000,"Wood",1944,1,FALSE,18,3,4.2,"X",TRUE,3118,1,0.516444894252345,1,0.0660748534686628,0.161084322710352
"266",105108,30.413880784,-81.7532004,137000,1000,"Wood",1940,1,FALSE,17,3,2.8,"X",TRUE,2461,1,0.576519021298736,1,0.0754487776977165,0.171367705429678
"267",105109,30.417652342,-81.78477224,155000,1000,"Masonry",1973,1,TRUE,18.3,3.7,0,"A",TRUE,1061,4,0.336331205908209,1,0.165969816836786,1.26679103271123
"268",105110,30.422211664,-81.78289857,146000,1000,"Masonry",1973,1,FALSE,16.9,1,-1,"X",TRUE,1282,4,0.34732463140972,1,0.975737448597131,0.969800358048422
"269",105111,30.409611418,-81.80503085,205000,1000,"Masonry",1981,1,FALSE,21.4,2.6,-5.2,"A",FALSE,1886,1,0.0200243005529046,1,0.00361920533110875,0.00765813406713056
"270",105112,30.415964901,-81.80623464,212000,2500,"Masonry",1967,1,FALSE,22.4,1.6,-3.5,"A",TRUE,1605,3,0.502813045633957,1,0.0163915196796267,0.0479329488450569
"271",105113,30.415979249,-81.80388242,214000,1000,"Masonry",1973,1,FALSE,19.6,4.4,-4.7,"A",TRUE,1273,1,0.871043413644657,NA,0.129312982471213,0.252238800580999
"272",105114,30.413377047,-81.80564364,252000,1000,"Masonry",2009,1,FALSE,20.3,3.7,-5.7,"A",FALSE,1448,1,0.00630078394897282,1,0.0495371162512457,0.0921337656151273
"273",105115,30.409016102,-81.81724115,164000,1000,"Wood",1931,1,FALSE,46,3,6.9,"X",TRUE,2204,1,0.0720571239944547,1,0.0172873571965046,0.0476519759161662
"274",105116,30.40969917,-81.82389369,352000,1000,"Wood",2006,2,FALSE,48.5,1,2.5,"X",FALSE,562,1,0.164211224997416,1,0.0986114774805305,0.291954264875919
"275",105117,30.410671056,-81.82438679,307000,1000,"Wood",2006,2,FALSE,45.6,1,-0.4,"X",FALSE,290,1,0.770334074273706,1,0.0994266132600456,0.100279131569544
"276",105118,30.411402972,-81.82720233,334000,1000,"Masonry",2006,1,FALSE,46.6,1,-1.4,"X",FALSE,1091,1,0.735184305813164,1,0.101929771420715,0.099173320731336
"277",105119,30.410549879,-81.82524263,334000,1000,"Wood",2006,2,FALSE,48.3,1,1.4,"X",FALSE,535,1,0.971875635674223,NA,0.0988493835691362,0.221947798241116
"278",105120,30.411736239,-81.81664648,446000,1000,"Masonry",2008,2,FALSE,49.8,1,11.4,"X",FALSE,2107,3,0.466472376836464,1,0.0276313127095084,0.108405621538966
"279",105121,30.412134,-81.81690588,288000,1000,"Masonry",2007,1,FALSE,49.8,1,11.4,"X",FALSE,2021,3,0.0743845133110881,1,0.0322117837520396,0.113979997760291
"280",105122,30.411581903,-81.82102968,341000,1000,"Wood",2006,2,FALSE,43.7,1,3.1,"X",FALSE,853,1,0.648818124318495,1,0.0310013767346064,0.0913266968979255
"281",105123,30.412923814,-81.82244683,276000,1000,"Wood",2014,2,FALSE,41.4,1,-1.7,"X",FALSE,398,1,0.758593169506639,1,0.0313633828737201,0.0320147076309219
"282",105124,30.4110837,-81.82008751,356000,1000,"Wood",2006,2,FALSE,44.5,1,3.7,"X",FALSE,1154,1,0.137106081005186,1,0.0837538809293099,0.248319376628096
"283",105125,30.408172497,-81.82725541,224000,1000,"Masonry",1970,1,FALSE,53.7,1,3.9,"X",TRUE,1572,1,0.396584594622254,1,0.136920727607576,0.357929984996831
"284",105126,30.40636759,-81.83653033,687000,1000,"Wood",2007,2,FALSE,59.8,1,-0.9,"X",FALSE,1623,2,0.224985329201445,1,0.0301811811908123,0.0362728033328768
"285",105127,30.402932657,-81.84156537,569000,1000,"Wood",1981,1,FALSE,56.2,1,-11.1,"X",FALSE,219,2,0.0579585605300963,1,0.898606880981299,0.153645088831256
"286",105128,30.393734267,-81.8364462,238000,1000,"Masonry",1979,1,FALSE,74.5,1,4.5,"X",FALSE,1556,1,0.395892688306049,1,0.032633623914409,0.0878620333713005
"287",105129,30.394513667,-81.83329976,101000,1000,"Masonry",1978,1,FALSE,73.9,1,7.7,"X",FALSE,2527,1,0.0649282999802381,1,0.115795636759429,0.310212699228899
"288",105130,30.402919551,-81.83441464,142000,1000,"Masonry",1976,1,FALSE,63.4,1,2.7,"X",TRUE,2449,2,0.225886432919651,1,0.109585986475878,0.253196483892284
"289",105131,30.406269555,-81.81590673,291000,1000,"Wood",1945,1,FALSE,49.2,3,10,"X",TRUE,2199,1,0.05462910910137,1,0.0164815361103339,0.0539738606435367
